Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
Nifty Midcap150 Momentum 50,17-08-2022,-,-,-,33196.76,33.78,.1,105380033,5481.04,29.65,5.98,.86
Nifty Midcap150 Momentum 50,18-08-2022,-,-,-,33276.54,79.77,.24,111287713,5550.52,29.72,5.99,.86
Nifty Midcap150 Momentum 50,19-08-2022,-,-,-,32826.14,-450.39,-1.35,155951550,8227.56,29.32,5.91,.89
Nifty Midcap150 Momentum 50,22-08-2022,-,-,-,32174.06,-652.08,-1.99,100592199,5522.31,28.74,5.8,.91
Nifty Midcap150 Momentum 50,23-08-2022,-,-,-,32462.07,288.01,.9,91791219,5283.62,28.99,5.85,.9
Nifty Midcap150 Momentum 50,24-08-2022,-,-,-,32590.95,128.88,.4,70074626,4566.67,29.11,5.87,.9
Nifty Midcap150 Momentum 50,25-08-2022,-,-,-,32628.21,37.26,.11,94399934,4543.69,29.14,5.88,.9
Nifty Midcap150 Momentum 50,26-08-2022,-,-,-,32757.87,129.66,.4,94396193,4844.52,29.26,5.9,.89
Nifty Midcap150 Momentum 50,29-08-2022,-,-,-,32468.09,-289.78,-.88,88211775,5008.84,29,5.85,.9
Nifty Midcap150 Momentum 50,30-08-2022,-,-,-,33116.87,648.78,2,135125483,5558.67,29.58,5.84,.89
Nifty Midcap150 Momentum 50,01-09-2022,-,-,-,33321.99,205.12,.62,106053760,5305.53,29.76,5.87,.88
Nifty Midcap150 Momentum 50,02-09-2022,-,-,-,33272.36,-49.63,-.15,117727574,5228.94,29.72,5.86,.89
Nifty Midcap150 Momentum 50,05-09-2022,-,-,-,33602.24,329.88,.99,81436522,4054.38,30.01,5.92,.88
Nifty Midcap150 Momentum 50,06-09-2022,-,-,-,33606.03,3.8,.01,124225019,5081.49,30.01,5.92,.88
Nifty Midcap150 Momentum 50,07-09-2022,-,-,-,33667.41,61.37,.18,93140721,4442.06,30.07,5.93,.88
Nifty Midcap150 Momentum 50,08-09-2022,-,-,-,33702.21,34.8,.1,74748321,3663.51,30.1,5.94,.88
Nifty Midcap150 Momentum 50,09-09-2022,-,-,-,33869.89,167.68,.5,82969566,4177.52,30.25,5.97,.87
Nifty Midcap150 Momentum 50,12-09-2022,-,-,-,34353.1,483.21,1.43,84739986,5713.03,30.68,6.06,.86
Nifty Midcap150 Momentum 50,13-09-2022,-,-,-,34379.39,26.29,.08,85258607,5577.46,30.71,6.06,.8
Nifty Midcap150 Momentum 50,14-09-2022,-,-,-,34191.94,-187.45,-.55,118447793,5785.22,30.54,6.03,.79
Nifty Midcap150 Momentum 50,15-09-2022,-,-,-,34366.91,174.97,.51,124874168,4828.99,30.69,6.06,.81
Nifty Midcap150 Momentum 50,16-09-2022,-,-,-,33601.99,-764.92,-2.23,183285609,7694.16,30.01,5.92,.81
Nifty Midcap150 Momentum 50,19-09-2022,-,-,-,33616.09,14.11,.04,101667996,4759.64,30.02,5.93,.81
Nifty Midcap150 Momentum 50,20-09-2022,-,-,-,34104.93,488.83,1.45,89112811,4448.35,30.46,6.01,.8
Nifty Midcap150 Momentum 50,21-09-2022,-,-,-,34005.73,-99.2,-.29,92298014,4157.94,30.37,5.99,.8
Nifty Midcap150 Momentum 50,22-09-2022,-,-,-,34210.96,205.23,.6,151271295,5715.69,30.56,6.03,.79
Nifty Midcap150 Momentum 50,23-09-2022,-,-,-,33576.86,-634.11,-1.85,120429078,4882.6,29.99,5.92,.81
Nifty Midcap150 Momentum 50,26-09-2022,-,-,-,32441.67,-1135.19,-3.38,147036256,5836.97,28.97,5.72,.84
Nifty Midcap150 Momentum 50,27-09-2022,-,-,-,32402.73,-38.94,-.12,102166076,4449.49,28.94,5.71,.84
Nifty Midcap150 Momentum 50,28-09-2022,-,-,-,32413.26,10.54,.03,87877633,3786.97,28.95,5.71,.84
Nifty Midcap150 Momentum 50,29-09-2022,-,-,-,32609.46,196.2,.61,167641314,6216.86,29.12,5.75,.83
Nifty Midcap150 Momentum 50,30-09-2022,-,-,-,33143.91,534.45,1.64,128908833,4697.98,29.6,5.74,.82
Nifty Midcap150 Momentum 50,03-10-2022,-,-,-,32801.94,-341.98,-1.03,109594537,4179.69,29.3,5.68,.83
Nifty Midcap150 Momentum 50,04-10-2022,-,-,-,33553.83,751.89,2.29,93557347,4097.9,29.97,5.81,.81
Nifty Midcap150 Momentum 50,06-10-2022,-,-,-,34197.83,644.0,1.92,108289728,5394.55,30.54,5.92,.79
Nifty Midcap150 Momentum 50,07-10-2022,-,-,-,34270.44,72.62,.21,97069950,4398.12,30.61,5.93,.79
Nifty Midcap150 Momentum 50,10-10-2022,-,-,-,33960.47,-309.97,-.9,69739305,3415.6,30.33,5.88,.8
Nifty Midcap150 Momentum 50,11-10-2022,-,-,-,33383.07,-577.4,-1.7,68307859,3739.48,29.82,5.78,.81
Nifty Midcap150 Momentum 50,12-10-2022,-,-,-,33486.14,103.07,.31,67255089,3259.27,29.91,5.8,.81
Nifty Midcap150 Momentum 50,13-10-2022,-,-,-,33202.18,-283.96,-.85,69263604,2881.54,29.65,5.75,.82
Nifty Midcap150 Momentum 50,14-10-2022,-,-,-,33120.51,-81.66,-.25,68707303,3132.52,29.58,5.73,.82
Nifty Midcap150 Momentum 50,17-10-2022,-,-,-,33164.5,43.99,.13,101371511,4415.45,29.62,5.74,.82
