Index Name,Index Date,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield
NIFTY Midcap 100,11-07-2023,36057.45,36344.1,36028.3,36252.9,314.85,.88,599306543,11526.45,25,3.22,1.25
NIFTY Midcap 100,12-07-2023,36354.8,36458.65,36261.9,36408.15,155.25,.43,626689017,11677.95,25.11,3.23,1.22
NIFTY Midcap 100,13-07-2023,36542.55,36546.8,36005.25,36114.35,-293.8,-.81,712606315,12579.45,24.99,3.26,1.23
NIFTY Midcap 100,14-07-2023,36281.45,36549.55,36192.7,36528.95,414.6,1.15,484453902,10718.43,25.27,3.3,1.23
NIFTY Midcap 100,17-07-2023,36651.4,36766.5,36589.35,36641.25,112.3,.31,776740314,11652.96,25.25,3.31,1.23
NIFTY Midcap 100,18-07-2023,36730.9,36747.3,36409.85,36591.4,-49.85,-.14,833058513,11285.79,25.27,3.31,1.23
NIFTY Midcap 100,19-07-2023,36689.65,36860.2,36623.2,36839.0,247.6,.68,768988330,12115.31,25.44,3.33,1.2
NIFTY Midcap 100,20-07-2023,36919.25,36966,36863.6,36931.7,92.7,.25,835315141,13186.36,25.48,3.34,1.16
NIFTY Midcap 100,21-07-2023,36809.05,36886.2,36752.05,36799.5,-132.2,-.36,1080985181,14533.28,25.37,3.32,1.2
NIFTY Midcap 100,24-07-2023,36879.35,36940.85,36705.7,36742.6,-56.9,-.15,1096782008,14351.32,25.21,3.32,1.21
NIFTY Midcap 100,25-07-2023,36929.65,36944.85,36655.25,36887.65,145.05,.39,708016416,12385.58,25.2,3.18,1.2
NIFTY Midcap 100,26-07-2023,37017.1,37117.9,36940.95,37050.1,162.45,.44,1164064226,13276.16,25.24,3.2,1.2
NIFTY Midcap 100,27-07-2023,37227.4,37297,37025.4,37151.6,101.5,.27,998853156,14322.6,25.3,3.21,1.2
NIFTY Midcap 100,28-07-2023,37234.1,37378.05,37135.95,37357.15,205.55,.55,685514634,13493.27,25.34,3.22,1.2
NIFTY Midcap 100,31-07-2023,37432,37757.15,37352.65,37721.35,364.2,.97,1005963397,14912.58,25.42,3.26,1.19
NIFTY Midcap 100,01-08-2023,37853.65,37884.45,37666.9,37733.45,12.1,.03,883536874,13262.12,25.34,3.26,1.19
NIFTY Midcap 100,02-08-2023,37697.35,37707.45,36874,37232.7,-500.75,-1.33,872183245,14214.49,24.95,3.22,1.18
NIFTY Midcap 100,03-08-2023,37206.7,37408,37100.85,37326.15,93.45,.25,1018120510,15505.11,25,3.23,1.19
NIFTY Midcap 100,04-08-2023,37509.25,37715.05,37419.75,37630.6,304.45,.82,903465037,15910.65,22.8,3.25,1.16
NIFTY Midcap 100,07-08-2023,37723.7,37847.95,37615.85,37824.15,193.55,.51,900063255,14733.41,22.55,3.27,1.15
NIFTY Midcap 100,08-08-2023,37950.6,37984.05,37578.75,37912.5,88.35,.23,1018053456,16667.7,22.52,3.28,1.15
NIFTY Midcap 100,09-08-2023,37995.85,38058.4,37756.4,38037.0,124.5,.33,706828012,16442.74,22.59,3.29,1.15
NIFTY Midcap 100,10-08-2023,38100.9,38163.95,37850.95,38007.6,-29.4,-.08,918987259,17151.39,22.72,3.29,1.15
NIFTY Midcap 100,11-08-2023,38138,38148.5,37791.2,37836.15,-171.45,-.45,756744241,15622.93,22.63,3.27,1.18
NIFTY Midcap 100,14-08-2023,37791.85,37838.15,37258.6,37770.2,-65.95,-.17,790400155,12543.54,22.59,3.27,1.19
NIFTY Midcap 100,16-08-2023,37709,37844.45,37526.35,37801.65,31.45,.08,760752070,13577.53,22.57,3.27,1.19
NIFTY Midcap 100,17-08-2023,37901.4,38013.8,37832.9,37895.5,93.85,.25,830007916,12788.49,22.63,3.28,1.19
NIFTY Midcap 100,18-08-2023,37923.9,38003.2,37715.15,37815.4,-80.1,-.21,670257057,12569.79,22.58,3.27,1.22
NIFTY Midcap 100,21-08-2023,37900.15,38160.85,37830.65,38126.4,311.0,.82,644475471,11247.12,22.76,3.3,1.21
NIFTY Midcap 100,22-08-2023,38263.85,38563,38237.65,38544.3,417.9,1.1,929315342,13015.88,22.84,3.26,1.15
NIFTY Midcap 100,23-08-2023,38681.1,38831.8,38641.7,38694.65,150.35,.39,722574686,14181,22.92,3.27,1.15
NIFTY Midcap 100,24-08-2023,38934.95,39039,38751.25,38789.0,94.35,.24,726146583,24210.95,22.98,3.25,1.14
NIFTY Midcap 100,25-08-2023,38712.15,38805.8,38385.15,38471.25,-317.75,-.82,932289472,13561.95,22.79,3.22,1.16
NIFTY Midcap 100,28-08-2023,38605.5,38733.25,38508.25,38662.15,190.9,.5,1003175489,12179.8,22.82,3.23,1.16
NIFTY Midcap 100,29-08-2023,38777.85,38844,38708.85,38794.8,132.65,.34,1001859025,13879.83,22.9,3.23,1.15
NIFTY Midcap 100,30-08-2023,38966.8,39151.9,38953.8,39077.55,282.75,.73,780275723,13547.97,23.07,3.25,1.15
NIFTY Midcap 100,31-08-2023,39202.35,39241.9,38965.9,39118.65,41.1,.11,1746677415,38002.19,23.06,3.25,1.17
NIFTY Midcap 100,01-09-2023,39148.4,39480.5,39035.8,39445.6,326.95,.84,2221805806,18652.86,23.25,3.28,1.14
NIFTY Midcap 100,04-09-2023,39630.75,39885.3,39445.6,39830.35,384.75,.98,2247007270,19489.15,23.48,3.31,1.13
NIFTY Midcap 100,05-09-2023,39995.45,40292.15,39830.35,40253.6,423.25,1.06,1828293604,20838.99,23.73,3.34,1.12
NIFTY Midcap 100,06-09-2023,40367.35,40377.3,40154.8,40284.1,30.5,.08,1240015997,15298.53,23.75,3.35,1.12
NIFTY Midcap 100,07-09-2023,40362.8,40619.15,40284.1,40593.9,309.8,.77,1158701153,14065.58,23.93,3.37,1.11
NIFTY Midcap 100,08-09-2023,40722.8,41011.15,40705,40977.75,383.85,.95,1249370186,17227.69,24.16,3.4,1.1
NIFTY Midcap 100,11-09-2023,41225.8,41467.2,41148.7,41444.2,466.45,1.14,1665565303,18456.03,24.43,3.44,1.1
NIFTY Midcap 100,12-09-2023,41684.9,41686.75,40128,40170.3,-1273.9,-3.07,1987457328,22157.69,23.68,3.34,1.13
NIFTY Midcap 100,13-09-2023,40142.75,40345.75,39603.65,40245.1,74.8,.19,1519389338,17863.35,23.72,3.34,1.13
NIFTY Midcap 100,14-09-2023,40455.65,40740.85,40403.6,40716.05,470.95,1.17,1106203873,15243.28,24,3.38,1.12
NIFTY Midcap 100,15-09-2023,40908.4,40982.75,40711.6,40829.9,113.85,.28,1607733955,17618.41,24.07,3.39,1.08
NIFTY Midcap 100,18-09-2023,40885.3,40890.5,40633.1,40658.2,-171.7,-.42,1717022523,15219.28,23.97,3.38,1.08
NIFTY Midcap 100,20-09-2023,40515.4,40714.45,40311.65,40543.85,-114.35,-.28,999763746,13765.75,23.9,3.37,1.07
NIFTY Midcap 100,21-09-2023,40480.65,40664.95,40095.45,40184.85,-359.0,-.89,946858670,12860.91,23.69,3.34,1.08
NIFTY Midcap 100,22-09-2023,40240.45,40399.55,39909.25,40139.15,-45.7,-.11,1059719404,12527.99,23.66,3.33,1.08
NIFTY Midcap 100,25-09-2023,40216.95,40456.35,39909.85,40405.7,266.55,.66,869471605,13845.75,23.82,3.36,1.08
